Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Bwd Pkt Len Max,Bwd Pkt Len Min,Flow Byts/s,Flow Pkts/s,Fwd Pkts/s,Bwd Pkts/s,Bwd/Fwd Ratio,Pkt Len Min,Pkt Len Max,Pkt Size Avg,Malware
0.6510009765625,24,14,2142,13230,146,75,1084,76,23612.867804237765,58.37164822801425,36.866304144009,21.50534408400525,0.5833333333333334,75,1084,404.5263157894737,0
0.35000133514404297,34,7,2992,4704,146,75,1084,76,21988.4875491481,117.14241028002496,97.14248657367924,19.999923706345726,0.20588235294117646,75,1084,187.70731707317074,0
3.4644174575805664,70,79,6174,80512,146,75,1084,76,25021.81133232674,43.00867370182825,20.205417175355553,22.803256526472698,1.1285714285714286,75,1084,581.7852348993289,0
0.5820047855377197,38,6,3300,3620,146,73,1084,76,11889.936598384747,75.60075293770649,65.29155935529197,10.30919358241452,0.15789473684210525,73,1084,157.27272727272728,0
1.140113115310669,6,2,734,222,146,75,146,76,838.5132906216064,7.016847620264489,5.262635715198367,1.7542119050661222,0.3333333333333333,75,146,119.5,0
0.0,2,0,150,0,75,75,0,0,0,0,0,0,0.0,75,75,75.0,0
0.4773433208465576,4,2,442,222,146,75,146,76,1391.032347163486,12.569569402079692,8.379712934719795,4.189856467359897,0.5,75,146,110.66666666666667,0
0.1903975009918213,4,2,442,222,146,75,146,76,3487.4407307925894,31.513018651740264,21.008679101160176,10.504339550580088,0.5,75,146,110.66666666666667,0
0.22749114036560059,4,2,442,222,146,75,146,76,2918.7949866218387,26.374653493570833,17.58310232904722,8.79155116452361,0.5,75,146,110.66666666666667,0
0.0,2,0,150,0,75,75,0,0,0,0,0,0,0.0,75,75,75.0,0
0.0,2,0,150,0,75,75,0,0,0,0,0,0,0.0,75,75,75.0,0
0.6320078372955322,64,86,5246,89780,146,73,1084,76,150355.7304077624,237.33882896432934,101.26456702478052,136.07426193954882,1.34375,73,1084,633.5066666666667,0
0.0,2,0,150,0,75,75,0,0,0,0,0,0,0.0,75,75,75.0,0
0.0,2,0,150,0,75,75,0,0,0,0,0,0,0.0,75,75,75.0,0
0.0,2,0,150,0,75,75,0,0,0,0,0,0,0.0,75,75,75.0,0
0.5920114517211914,50,46,4248,46980,146,73,1084,76,86532.10989595164,162.15902533792763,84.4578256968373,77.70119964109033,0.92,73,1084,533.625,0
0.632002592086792,30,21,2644,20818,146,75,1084,76,37123.265464041004,80.69587156534358,47.468159744319756,33.22771182102383,0.7,75,1084,460.03921568627453,0
0.5842258930206299,34,35,2960,35056,146,73,1084,76,65070.720853273786,118.10500154871346,58.19666742980084,59.90833411891263,1.0294117647058822,73,1084,550.9565217391304,0
0.8311264514923096,70,54,6004,55652,146,73,1084,76,74183.65747991177,149.19510716733262,84.22304436865551,64.9720627986771,0.7714285714285715,73,1084,497.2258064516129,0
0.7585797309875488,4,0,504,0,126,126,0,0,664.3995079381742,5.273011967763288,5.273011967763288,0.0,0.0,126,126,126.0,0
1.5185070037841797,158,156,13292,168096,146,73,1084,76,119451.53993229792,206.78205580711813,104.04956948256263,102.73248632455551,0.9873417721518988,73,1084,577.6687898089172,0
1.4216361045837402,96,178,8190,190068,146,73,1084,76,139457.6286862457,192.7356790648111,67.52782916139367,125.20784990341744,1.8541666666666667,73,1084,723.5693430656934,0
1.5552098751068115,222,181,18636,191510,146,73,1084,76,135123.8847975854,259.1290130358271,142.74600718102636,116.38300585480076,0.8153153153153153,73,1084,521.4540942928039,0
0.5662248134613037,4,2,442,222,146,75,146,76,1172.6790917921833,10.596497817399246,7.064331878266164,3.532165939133082,0.5,75,146,110.66666666666667,0
0.9831457138061523,6,2,592,222,146,75,146,76,827.9545835059166,8.137145783841932,6.1028593378814495,2.034286445960483,0.3333333333333333,75,146,101.75,0
1.5860328674316406,134,65,11212,67576,146,73,1084,76,49676.14582135753,125.47028758757868,84.48753033535449,40.98275725222419,0.48507462686567165,73,1084,395.91959798994975,0
1.5818328857421875,70,35,5796,35994,146,73,1084,76,26418.719939807266,66.37869331609866,44.25246221073244,22.12623110536622,0.5,73,1084,398.0,0
1.6050198078155518,70,33,5836,33826,146,73,1084,76,24711.221510705458,64.17366284107362,43.613168921117996,20.560493919955626,0.4714285714285714,73,1084,385.06796116504853,0
1.3910045623779297,88,146,7534,155380,146,73,1084,76,117119.67336864636,168.22374730387352,63.26363146470457,104.96011583916894,1.6590909090909092,73,1084,696.2136752136752,0
1.3140084743499756,8,3,742,298,146,75,146,76,791.4713034970918,8.371331094680778,6.088240796131475,2.283090298549303,0.375,75,146,94.54545454545455,0
1.6060190200805664,106,68,8624,70828,146,73,1084,76,49471.39417814259,108.34242796904812,66.0017089926385,42.340718976409605,0.6415094339622641,73,1084,456.62068965517244,0
1.2979764938354492,6,3,450,309,75,75,103,103,584.7563523721425,6.933869790974022,4.622579860649348,2.311289930324674,0.5,75,103,84.33333333333333,0
0.921126127243042,6,2,592,152,146,75,76,76,807.70697735696,8.685021261902795,6.513765946427097,2.171255315475699,0.3333333333333333,75,146,93.0,0
1.4029595851898193,88,141,7446,149055,146,73,1084,76,111550.61175823217,163.22636975249466,62.72454383501979,100.50182591747489,1.6022727272727273,73,1084,683.410480349345,0
1.612210750579834,140,81,11666,84920,146,73,1084,76,59909.04102659203,137.0788526999445,86.8372822533585,50.24157044658599,0.5785714285714286,73,1084,437.04072398190044,0
0.21703600883483887,4,2,442,222,146,75,146,76,3059.400159285522,27.64518216221857,18.43012144147905,9.215060720739524,0.5,75,146,110.66666666666667,0
1.4219579696655273,80,21,6614,19880,146,73,1084,76,18632.05563398749,71.02882233836856,56.26045333732163,14.768369001046926,0.2625,73,1084,262.3168316831683,0
0.1505131721496582,4,1,442,76,146,75,76,76,3441.5592509401267,33.21968388938346,26.575747111506768,6.643936777876692,0.25,75,146,103.6,0
0.28195786476135254,4,2,442,222,146,75,146,76,2354.961797437378,21.2797752780486,14.1865168520324,7.0932584260162,0.5,75,146,110.66666666666667,0
1.591026782989502,206,151,17092,159895,146,73,1084,76,111240.74207440153,224.3834005919155,129.47613591578317,94.90726467613231,0.7330097087378641,73,1084,495.76190476190476,0
1.1978936195373535,6,0,450,0,75,75,0,0,375.6594013530162,5.008792018040216,5.008792018040216,0.0,0.0,75,75,75.0,0
1.5819568634033203,8,0,600,0,75,75,0,0,379.27709274524625,5.05702790326995,5.05702790326995,0.0,0.0,75,75,75.0,0
1.5899558067321777,88,44,7206,45750,146,73,1084,76,33306.58611753493,83.02117545725906,55.34745030483937,27.673725152419685,0.5,73,1084,401.1818181818182,0
1.6280028820037842,102,89,8724,93592,146,73,1084,76,62847.55459036231,117.32165963054851,62.65345173987407,54.66820789067444,0.8725490196078431,73,1084,535.6858638743455,0
0.6814703941345215,4,0,300,0,75,75,0,0,440.2245535273838,5.869660713698451,5.869660713698451,0.0,0.0,75,75,75.0,0
1.5435726642608643,8,0,600,0,75,75,0,0,388.7086198739523,5.182781598319363,5.182781598319363,0.0,0.0,75,75,75.0,0
0.06420040130615234,2,1,150,76,75,75,76,76,3520.2272166847397,46.728679867496545,31.152453244997698,15.576226622498849,0.5,75,76,75.33333333333333,0
